id,hotel_id,customer_id,sales_price,purchase_price,arrival_date,purchase_day,nights
85,2,88,5647,5082.3,2021-05-07,2021-04-29,1
86,2,66,7863,7627.11,2021-05-08,2021-04-20,4
87,2,458,2116,2031.36,2021-05-07,2021-04-17,2
88,2,106,1078,1024.1,2021-04-27,2021-04-17,1
89,2,212,7581,7050.33,2021-05-01,2021-04-20,3
90,2,405,1121,1087.37,2021-04-24,2021-04-29,2
91,2,401,2696,2561.2,2021-04-25,2021-04-29,2
92,2,367,2462,2141.94,2021-04-27,2021-04-19,2
93,2,377,7555,6421.75,2021-05-04,2021-04-12,4
94,2,32,5078,4722.54,2021-04-27,2021-04-15,1
95,2,310,6037,5191.82,2021-04-24,2021-04-28,1
96,2,106,4600,3910,2021-05-05,2021-04-15,4
97,2,209,2470,2272.4,2021-05-10,2021-04-27,1
98,2,52,7964,7565.8,2021-04-29,2021-04-11,3
99,2,122,5180,4765.6,2021-05-14,2021-04-23,1
100,2,420,6798,6254.16,2021-04-24,2021-04-11,4
101,2,142,7921,7524.95,2021-05-14,2021-04-14,1
102,2,80,3749,3449.08,2021-05-02,2021-04-12,4
103,2,84,4172,3629.64,2021-04-27,2021-04-29,1
104,2,434,4760,4188.8,2021-05-08,2021-04-14,4
105,2,35,2529,2301.39,2021-05-12,2021-04-19,1
106,2,340,4147,3773.77,2021-05-14,2021-04-20,1
107,2,498,4362,4100.28,2021-05-09,2021-04-23,3
108,2,96,3107,2858.44,2021-05-15,2021-04-21,3
109,2,355,1687,1602.65,2021-04-21,2021-04-18,1
110,2,36,4281,3938.52,2021-04-27,2021-04-09,4
111,2,498,1534,1380.6,2021-05-03,2021-04-12,2
112,2,94,5940,5346,2021-05-13,2021-04-17,1
113,2,332,3383,3281.51,2021-05-17,2021-04-23,3
114,2,419,7504,7203.84,2021-04-23,2021-04-11,1
115,2,58,4744,4506.8,2021-05-18,2021-04-15,1
116,2,109,7725,6875.25,2021-04-30,2021-04-28,4
117,2,36,4431,3810.66,2021-04-26,2021-04-18,2
118,2,300,4996,4796.16,2021-05-06,2021-04-15,4
119,2,273,1610,1416.8,2021-04-29,2021-04-12,2
120,2,176,4899,4409.1,2021-05-14,2021-04-12,4
121,2,291,5077,4315.45,2021-05-04,2021-04-18,2
122,3,43,5802,5163.78,2021-04-23,2021-04-26,1
123,3,175,6367,5984.98,2021-05-10,2021-04-25,1
124,3,34,4542,3906.12,2021-04-26,2021-04-27,1
125,3,104,6712,6107.92,2021-05-04,2021-04-21,4
126,3,8,2485,2112.25,2021-05-01,2021-04-11,1
127,3,65,5506,5230.7,2021-04-22,2021-04-29,1
128,3,442,5753,5062.64,2021-05-13,2021-04-27,4
129,3,18,7653,7423.41,2021-04-20,2021-04-21,4
130,3,473,1092,1026.48,2021-05-06,2021-04-21,2
131,3,326,1331,1184.59,2021-04-29,2021-04-15,2
132,3,499,5930,5692.8,2021-05-13,2021-04-10,3
133,3,111,2426,2280.44,2021-05-09,2021-04-24,4
134,3,427,4146,3855.78,2021-05-06,2021-04-27,2
135,3,149,7571,6738.19,2021-04-23,2021-04-20,1
136,3,43,7515,7289.55,2021-04-29,2021-04-17,3
137,3,305,6226,5416.62,2021-05-15,2021-04-11,1
138,3,71,1486,1337.4,2021-04-22,2021-04-11,1
139,3,229,7981,6943.47,2021-05-16,2021-04-15,1
140,3,254,3026,2935.22,2021-04-28,2021-04-19,4
141,3,162,7852,7223.84,2021-05-06,2021-04-15,1
142,3,396,5750,5175,2021-05-11,2021-04-20,2
143,3,342,5936,5401.76,2021-05-05,2021-04-12,1
144,3,152,5633,5464.01,2021-04-30,2021-04-16,2
145,3,72,7791,7323.54,2021-05-18,2021-04-23,4
146,3,488,4972,4822.84,2021-04-24,2021-04-14,3
147,3,109,3938,3465.44,2021-05-07,2021-04-17,3
148,3,234,3068,2699.84,2021-05-02,2021-04-25,3
149,3,68,2518,2366.92,2021-05-02,2021-04-15,2
150,3,269,5098,4384.28,2021-05-01,2021-04-14,2
151,3,499,2295,1973.7,2021-05-16,2021-04-19,4
152,3,391,7002,6581.88,2021-05-18,2021-04-23,4
153,3,188,7940,6828.4,2021-04-28,2021-04-15,3
154,3,167,1162,1010.94,2021-05-11,2021-04-13,4
155,3,434,4067,3822.98,2021-05-10,2021-04-12,3
156,3,171,4953,4606.29,2021-04-28,2021-04-14,2
157,3,190,4756,4470.64,2021-05-06,2021-04-22,1
158,3,418,4948,4453.2,2021-04-26,2021-04-11,4
159,3,280,3078,2739.42,2021-05-11,2021-04-09,3
160,3,464,4052,3727.84,2021-05-12,2021-04-19,2
161,3,196,4483,3855.38,2021-05-08,2021-04-17,3
162,3,336,2278,2027.42,2021-05-10,2021-04-14,3
163,3,438,2589,2433.66,2021-04-20,2021-04-14,2
164,3,306,1891,1626.26,2021-04-20,2021-04-14,4
165,3,492,1671,1453.77,2021-05-09,2021-04-16,2
166,3,405,7541,6711.49,2021-04-24,2021-04-25,4
167,3,437,4486,4127.12,2021-04-29,2021-04-24,2
168,4,248,6533,5945.03,2021-05-15,2021-04-11,4
169,4,183,2199,2023.08,2021-05-10,2021-04-23,4
170,4,134,2521,2168.06,2021-04-22,2021-04-10,1
171,4,477,2392,2128.88,2021-05-05,2021-04-17,3
172,4,74,6154,5846.3,2021-05-14,2021-04-17,3
173,4,181,6668,5867.84,2021-05-04,2021-04-11,4
174,4,23,2940,2734.2,2021-04-28,2021-04-14,4
175,4,161,5107,4800.58,2021-05-09,2021-04-19,1
176,4,454,6940,6384.8,2021-05-10,2021-04-11,4
177,4,237,7119,6549.48,2021-05-07,2021-04-21,1
178,4,359,6785,5970.8,2021-05-10,2021-04-20,1
179,4,192,7452,6483.24,2021-05-16,2021-04-16,3
180,4,88,4957,4659.58,2021-05-16,2021-04-27,2
181,4,367,3928,3338.8,2021-05-08,2021-04-29,1
182,4,7,3905,3319.25,2021-04-22,2021-04-22,2
183,4,21,4760,4284,2021-04-30,2021-04-19,3
184,4,371,5799,4987.14,2021-04-25,2021-04-10,3
185,4,54,5574,5295.3,2021-04-21,2021-04-13,3
186,4,9,5283,5018.85,2021-04-30,2021-04-28,4
187,4,286,2252,2094.36,2021-05-02,2021-04-09,2
188,4,463,4319,3973.48,2021-05-09,2021-04-11,2
189,4,377,2582,2297.98,2021-05-14,2021-04-15,3
190,4,394,5270,4901.1,2021-05-08,2021-04-18,2
191,4,17,3041,2615.26,2021-05-01,2021-04-17,2
192,4,378,3896,3389.52,2021-05-04,2021-04-22,4
193,4,175,4415,3929.35,2021-04-27,2021-04-23,4
194,4,21,4642,4363.48,2021-05-04,2021-04-15,4
195,4,309,3840,3532.8,2021-05-15,2021-04-28,1
196,4,103,5007,4856.79,2021-05-17,2021-04-19,2
197,4,185,7442,7218.74,2021-05-09,2021-04-15,3
198,4,262,7151,6864.96,2021-05-14,2021-04-09,4
199,4,214,1021,969.95,2021-05-10,2021-04-25,1
200,4,269,4855,4320.95,2021-05-17,2021-04-24,2
201,4,370,3336,2835.6,2021-04-26,2021-04-20,1
202,4,30,2541,2210.67,2021-04-22,2021-04-25,3
203,4,315,6084,5353.92,2021-04-24,2021-04-22,3
204,4,216,1140,1048.8,2021-05-18,2021-04-10,2
205,4,266,5554,4831.98,2021-04-27,2021-04-26,2
206,4,191,1202,1165.94,2021-05-06,2021-04-10,4
207,4,17,2048,1925.12,2021-05-04,2021-04-17,2
208,4,477,2567,2361.64,2021-05-17,2021-04-17,2
209,4,176,5484,4825.92,2021-04-29,2021-04-22,3
210,4,226,7961,7085.29,2021-05-03,2021-04-11,4
211,4,208,3517,3024.62,2021-05-04,2021-04-11,2
212,4,212,3188,3060.48,2021-04-21,2021-04-26,2
213,4,20,4059,3896.64,2021-04-23,2021-04-16,1
214,4,17,4131,3800.52,2021-05-14,2021-04-15,3
215,4,94,6065,5215.9,2021-04-26,2021-04-24,4
216,4,340,6098,5854.08,2021-04-28,2021-04-10,3
217,4,24,4819,4481.67,2021-05-14,2021-04-22,3
218,4,455,2079,1954.26,2021-05-12,2021-04-21,1
219,4,91,5460,4695.6,2021-04-25,2021-04-09,4
220,4,309,4160,3577.6,2021-05-18,2021-04-24,2
221,4,58,7589,6754.21,2021-04-20,2021-04-24,4
222,4,156,6042,5860.74,2021-05-05,2021-04-12,2
223,4,53,5045,4641.4,2021-05-15,2021-04-23,1
224,4,293,3540,3256.8,2021-04-20,2021-04-27,3
225,4,304,3070,2763,2021-04-30,2021-04-29,2
226,4,152,3297,2802.45,2021-05-02,2021-04-23,2
227,4,243,1859,1691.69,2021-04-25,2021-04-23,3
228,4,226,5725,5438.75,2021-05-12,2021-04-29,2
229,4,271,2958,2869.26,2021-05-14,2021-04-10,3
230,4,47,3002,2611.74,2021-05-02,2021-04-15,1
231,4,105,5295,4553.7,2021-05-13,2021-04-22,3
232,4,163,2819,2480.72,2021-05-17,2021-04-14,1
233,4,394,4198,3778.2,2021-05-10,2021-04-09,3
234,4,351,7987,7587.65,2021-05-08,2021-04-29,3
235,4,325,4876,4485.92,2021-05-10,2021-04-22,4
236,4,330,4035,3833.25,2021-04-21,2021-04-15,1
237,4,334,2419,2322.24,2021-04-30,2021-04-24,3
238,4,27,4693,4035.98,2021-04-26,2021-04-09,4
239,4,162,2168,2102.96,2021-04-30,2021-04-11,2
240,4,324,6229,6042.13,2021-04-25,2021-04-23,3
241,4,449,7617,6855.3,2021-04-21,2021-04-11,2
242,4,138,2555,2171.75,2021-05-17,2021-04-12,4
243,4,144,3235,2879.15,2021-05-16,2021-04-18,1
244,4,495,6183,5564.7,2021-04-27,2021-04-25,1
245,4,181,1837,1616.56,2021-05-01,2021-04-17,1
246,4,118,4733,4354.36,2021-05-13,2021-04-18,4
247,4,351,3723,3425.16,2021-05-13,2021-04-29,1
248,4,371,1843,1584.98,2021-05-07,2021-04-29,4
249,4,372,2217,1906.62,2021-05-02,2021-04-16,1
250,4,296,6775,6368.5,2021-05-13,2021-04-14,1
251,4,332,3848,3424.72,2021-05-15,2021-04-16,1
252,5,36,7648,6959.68,2021-05-07,2021-04-11,1
253,5,195,6999,6369.09,2021-04-24,2021-04-18,2
254,5,179,1262,1211.52,2021-05-15,2021-04-09,2
255,5,123,7734,6805.92,2021-04-21,2021-04-19,4
256,5,168,6951,6533.94,2021-05-12,2021-04-13,1
257,5,143,1201,1128.94,2021-04-24,2021-04-11,1
258,5,197,2461,2214.9,2021-05-09,2021-04-09,4
259,5,372,1882,1656.16,2021-05-14,2021-04-28,2
260,5,280,1665,1515.15,2021-04-29,2021-04-13,1
261,5,71,3796,3568.24,2021-05-02,2021-04-13,1
262,5,197,4089,3598.32,2021-04-26,2021-04-10,4
263,5,499,1200,1080,2021-05-07,2021-04-22,1
264,5,56,1426,1340.44,2021-05-12,2021-04-10,4
265,5,403,1934,1701.92,2021-05-14,2021-04-15,2
266,5,427,2457,2186.73,2021-05-11,2021-04-22,2
267,5,126,7982,7343.44,2021-04-27,2021-04-14,2
268,5,436,1422,1350.9,2021-05-01,2021-04-28,3
269,5,439,7012,6661.4,2021-04-28,2021-04-14,3
270,5,204,7901,7031.89,2021-04-27,2021-04-20,4
271,5,405,2194,1864.9,2021-05-15,2021-04-13,2
272,5,453,5025,4422,2021-05-13,2021-04-14,4
273,5,145,7313,6362.31,2021-04-30,2021-04-27,4
274,5,98,7495,7270.15,2021-05-01,2021-04-27,1
275,5,179,6137,5461.93,2021-05-18,2021-04-20,2
276,5,9,6519,5541.15,2021-04-26,2021-04-22,2
277,5,147,2819,2649.86,2021-05-05,2021-04-22,2
278,5,286,3565,3386.75,2021-04-21,2021-04-16,1
279,5,208,2599,2339.1,2021-05-07,2021-04-18,4
280,5,236,7594,6910.54,2021-05-07,2021-04-23,3
281,5,66,3836,3605.84,2021-05-18,2021-04-24,1
282,5,360,7341,6973.95,2021-04-25,2021-04-15,2
283,5,49,6165,5548.5,2021-05-16,2021-04-09,1
284,5,119,5562,4894.56,2021-05-03,2021-04-15,1
285,5,291,6872,6597.12,2021-04-26,2021-04-19,1
286,5,324,3304,2973.6,2021-05-08,2021-04-09,2
287,5,199,5683,5398.85,2021-05-15,2021-04-20,3
288,5,128,2971,2614.48,2021-05-12,2021-04-14,1
289,5,443,6346,5457.56,2021-05-10,2021-04-25,1
290,5,172,1512,1360.8,2021-05-15,2021-04-18,1
291,5,476,5269,4794.79,2021-05-03,2021-04-16,1
292,5,343,7799,6785.13,2021-05-13,2021-04-23,1
293,5,428,4939,4198.15,2021-05-17,2021-04-21,1
294,5,436,2350,2044.5,2021-04-24,2021-04-25,2
295,5,378,3431,3122.21,2021-04-25,2021-04-11,2
296,5,455,5990,5391,2021-05-15,2021-04-29,1
297,5,130,4119,3665.91,2021-05-15,2021-04-16,2
298,5,38,2346,2041.02,2021-05-04,2021-04-19,2
299,5,17,7835,6738.1,2021-05-02,2021-04-16,1
300,5,447,7861,6681.85,2021-05-12,2021-04-19,1
301,5,360,6371,5670.19,2021-05-05,2021-04-20,3
302,5,32,3081,2865.33,2021-05-01,2021-04-27,3
303,5,433,4630,3935.5,2021-05-07,2021-04-21,2
304,5,81,2207,1875.95,2021-05-15,2021-04-19,2
305,5,44,5177,4969.92,2021-04-22,2021-04-23,1
306,5,76,2235,2033.85,2021-05-17,2021-04-13,1
307,5,51,7790,7322.6,2021-04-29,2021-04-15,2
308,5,85,6896,5930.56,2021-04-20,2021-04-09,4
309,5,270,2290,2175.5,2021-05-07,2021-04-16,4
310,5,270,4188,3811.08,2021-05-12,2021-04-26,1
311,5,144,7061,6496.12,2021-05-09,2021-04-14,1
312,5,420,1898,1651.26,2021-05-10,2021-04-17,4
313,5,279,3652,3177.24,2021-04-23,2021-04-25,3
314,5,248,5063,4506.07,2021-05-11,2021-04-23,2
315,5,358,7726,6953.4,2021-04-23,2021-04-24,2
316,5,8,3504,2978.4,2021-05-09,2021-04-17,1
317,5,429,3042,2829.06,2021-04-27,2021-04-15,2
318,5,65,2644,2485.36,2021-05-04,2021-04-21,2
319,5,230,4915,4325.2,2021-05-09,2021-04-20,2
320,5,91,7098,6104.28,2021-05-08,2021-04-22,3
321,5,321,4862,4521.66,2021-05-06,2021-04-12,4
322,5,82,6461,5621.07,2021-04-25,2021-04-09,4
323,5,463,4889,4693.44,2021-04-21,2021-04-19,4
324,5,327,2871,2698.74,2021-05-05,2021-04-28,2
325,5,457,5933,5161.71,2021-05-14,2021-04-25,2
326,5,451,3457,3145.87,2021-05-11,2021-04-20,1
327,5,487,4517,3929.79,2021-04-26,2021-04-28,4
328,5,474,2479,2355.05,2021-04-24,2021-04-10,1
329,5,74,1296,1231.2,2021-04-26,2021-04-15,3
330,5,449,6327,5631.03,2021-05-15,2021-04-16,2
331,5,322,2192,1863.2,2021-05-14,2021-04-13,4
332,6,218,4702,4043.72,2021-05-15,2021-04-09,2
333,6,95,3004,2883.84,2021-04-25,2021-04-23,1
334,6,82,2553,2195.58,2021-05-18,2021-04-16,4
335,6,31,2616,2302.08,2021-04-29,2021-04-27,2
336,6,45,6479,5701.52,2021-05-12,2021-04-26,4
337,6,65,1770,1522.2,2021-04-26,2021-04-26,3
338,6,73,1111,1011.01,2021-05-18,2021-04-25,2
339,6,343,1242,1179.9,2021-05-16,2021-04-25,2
340,6,424,2769,2575.17,2021-04-23,2021-04-09,3
341,6,160,7716,6712.92,2021-05-09,2021-04-27,4
342,6,216,6318,5370.3,2021-04-27,2021-04-16,3
343,6,307,3575,3253.25,2021-05-10,2021-04-19,4
344,6,29,3480,3306,2021-04-20,2021-04-12,4
345,6,378,2523,2346.39,2021-04-25,2021-04-29,1
346,6,354,4365,3797.55,2021-05-18,2021-04-15,3
347,6,437,2256,2007.84,2021-05-18,2021-04-18,1
348,6,2,2274,2046.6,2021-04-23,2021-04-25,3
349,6,108,6513,5666.31,2021-05-16,2021-04-16,2
350,6,284,4392,4084.56,2021-05-05,2021-04-26,4
351,6,405,6316,5747.56,2021-04-28,2021-04-29,2
352,6,114,3224,2998.32,2021-05-05,2021-04-11,2
353,6,400,1268,1128.52,2021-04-24,2021-04-22,2
354,6,190,6077,5165.45,2021-05-12,2021-04-24,2
355,6,33,4770,4483.8,2021-05-03,2021-04-10,2
356,6,165,5214,4849.02,2021-04-22,2021-04-21,1
357,6,178,1676,1608.96,2021-05-01,2021-04-18,1
358,6,375,3388,3015.32,2021-05-18,2021-04-25,1
359,6,134,2509,2207.92,2021-05-03,2021-04-22,2
360,6,409,5357,4553.45,2021-05-07,2021-04-10,1
361,6,355,1684,1448.24,2021-05-04,2021-04-26,4
362,6,138,5466,5192.7,2021-04-22,2021-04-21,1
363,6,72,3240,2883.6,2021-05-01,2021-04-17,2
364,6,55,3598,3310.16,2021-04-27,2021-04-19,3
365,6,46,7760,7294.4,2021-05-17,2021-04-19,3
366,6,1,2838,2724.48,2021-04-20,2021-04-11,4
367,6,267,1066,948.74,2021-05-02,2021-04-14,2
368,6,455,6271,5957.45,2021-05-12,2021-04-12,2
369,6,244,4004,3523.52,2021-04-27,2021-04-16,1
370,6,360,2517,2416.32,2021-05-17,2021-04-24,4
371,6,234,7348,7054.08,2021-05-07,2021-04-21,4
372,6,26,5968,5311.52,2021-04-23,2021-04-18,2
373,6,42,2369,2108.41,2021-05-11,2021-04-22,3
374,6,278,2231,2164.07,2021-04-23,2021-04-13,4
375,6,68,4590,4039.2,2021-04-28,2021-04-13,3
376,6,22,6632,6300.4,2021-05-01,2021-04-13,2
377,6,290,6535,6338.95,2021-05-09,2021-04-22,1
378,6,103,7686,7301.7,2021-04-20,2021-04-29,3
379,6,230,5505,4899.45,2021-05-05,2021-04-20,3
380,6,246,3230,2971.6,2021-04-22,2021-04-20,1
381,6,323,3280,2984.8,2021-05-01,2021-04-26,3
382,6,74,5927,5630.65,2021-05-06,2021-04-10,2
383,6,261,5535,5147.55,2021-05-11,2021-04-18,1
384,6,265,5232,4918.08,2021-04-21,2021-04-11,3
385,6,173,1734,1647.3,2021-05-09,2021-04-13,2
386,6,134,2431,2309.45,2021-05-08,2021-04-23,3
387,6,265,4990,4540.9,2021-05-12,2021-04-17,1
388,6,477,7389,6797.88,2021-05-06,2021-04-21,2
389,6,118,5933,5755.01,2021-05-01,2021-04-24,2
390,6,173,1629,1466.1,2021-04-23,2021-04-16,4
391,6,29,4755,4184.4,2021-05-17,2021-04-24,3
392,6,430,2318,2202.1,2021-04-25,2021-04-28,3
393,6,404,6453,5743.17,2021-04-29,2021-04-13,4
394,6,462,6632,6366.72,2021-05-10,2021-04-14,4
395,6,266,4742,4457.48,2021-05-06,2021-04-17,2
396,6,90,2438,2145.44,2021-04-20,2021-04-28,3
397,6,161,2240,2038.4,2021-05-16,2021-04-22,3
398,7,224,6783,6036.87,2021-04-22,2021-04-17,4
399,7,326,5710,4967.7,2021-04-20,2021-04-10,2
400,7,272,2013,1791.57,2021-05-14,2021-04-15,3
401,7,356,2785,2478.65,2021-05-17,2021-04-13,3
402,7,364,7192,6616.64,2021-04-24,2021-04-12,1
403,7,448,4125,3753.75,2021-05-01,2021-04-11,4
404,7,125,6158,5542.2,2021-05-15,2021-04-17,3
405,7,457,2931,2843.07,2021-04-24,2021-04-21,1
406,7,255,6105,5250.3,2021-04-23,2021-04-13,1
407,7,82,2845,2731.2,2021-05-18,2021-04-12,1
408,7,317,4486,3857.96,2021-04-21,2021-04-29,3
409,7,163,6866,6454.04,2021-04-30,2021-04-27,2
410,7,133,6568,5976.88,2021-04-27,2021-04-16,3
411,7,428,5428,4722.36,2021-05-05,2021-04-20,3
412,7,184,4168,4042.96,2021-04-25,2021-04-11,3
413,7,150,1109,987.01,2021-05-09,2021-04-10,2
414,7,271,7125,6412.5,2021-05-01,2021-04-25,2
415,7,138,6814,6405.16,2021-05-15,2021-04-10,1
416,7,17,7277,6840.38,2021-04-20,2021-04-27,3
417,7,326,3348,3214.08,2021-05-16,2021-04-26,3
418,7,436,7230,6290.1,2021-05-01,2021-04-28,3
419,7,422,3365,3264.05,2021-04-20,2021-04-12,2
420,7,357,4445,4311.65,2021-05-06,2021-04-17,1
421,7,481,1569,1427.79,2021-05-13,2021-04-28,2
422,7,446,3545,3013.25,2021-05-03,2021-04-11,1
423,7,431,7588,6980.96,2021-05-16,2021-04-09,3
424,7,125,7505,6904.6,2021-04-27,2021-04-12,4
425,7,213,3503,3082.64,2021-05-17,2021-04-14,4
426,7,476,2936,2789.2,2021-05-15,2021-04-18,4
427,7,146,1507,1296.02,2021-04-22,2021-04-26,1
428,7,285,3829,3484.39,2021-04-23,2021-04-29,3
429,7,50,6929,5889.65,2021-05-11,2021-04-27,4
430,7,199,7208,6198.88,2021-05-08,2021-04-22,2
431,7,162,1361,1238.51,2021-05-01,2021-04-23,1
432,7,469,7463,6642.07,2021-05-16,2021-04-15,1
433,7,28,1303,1120.58,2021-04-28,2021-04-23,1
434,7,234,2162,2097.14,2021-04-22,2021-04-26,4
435,7,309,6684,6015.6,2021-05-14,2021-04-15,4
436,7,346,1029,967.26,2021-04-24,2021-04-20,4
437,7,80,2351,2256.96,2021-05-17,2021-04-21,4
438,7,170,1258,1195.1,2021-04-21,2021-04-13,1
439,7,32,4404,4095.72,2021-04-23,2021-04-28,1
440,7,438,5773,5022.51,2021-05-11,2021-04-15,3
441,7,331,1357,1262.01,2021-04-29,2021-04-27,3
442,7,28,5909,5140.83,2021-05-17,2021-04-22,3
443,7,402,6005,5524.6,2021-04-29,2021-04-17,2
444,7,163,2920,2511.2,2021-05-02,2021-04-26,2
445,7,456,4532,3897.52,2021-04-21,2021-04-13,4
446,7,316,1593,1449.63,2021-05-01,2021-04-24,2
447,7,354,6934,6171.26,2021-05-10,2021-04-13,1
448,7,269,2683,2334.21,2021-04-26,2021-04-15,4
449,7,134,7542,7089.48,2021-05-04,2021-04-26,1
450,7,377,2645,2380.5,2021-04-29,2021-04-21,1
451,7,404,1829,1554.65,2021-05-08,2021-04-14,4
452,7,116,5313,5047.35,2021-04-23,2021-04-12,1
453,7,5,3114,2802.6,2021-04-26,2021-04-11,1
454,7,145,6556,5834.84,2021-04-26,2021-04-15,2
455,7,305,2265,2174.4,2021-05-05,2021-04-18,3
456,7,126,3425,3151,2021-05-16,2021-04-11,3
457,7,226,4945,4499.95,2021-05-07,2021-04-29,2
458,7,403,3162,2877.42,2021-04-21,2021-04-10,2
459,7,301,3944,3628.48,2021-05-09,2021-04-16,3
460,7,339,1797,1563.39,2021-05-05,2021-04-29,2
461,7,415,6654,6121.68,2021-05-01,2021-04-17,4
462,7,132,2434,2117.58,2021-05-17,2021-04-10,2
463,7,42,1498,1318.24,2021-05-17,2021-04-20,1
464,7,272,2465,2391.05,2021-04-26,2021-04-28,3
465,7,95,7385,6720.35,2021-04-23,2021-04-13,2
